problem,uuid,problem_type,question_type,source,answer
"$2 \cdot 39$ makes the real-coefficient quadratic equation $2 k x^{2}+(8 k+1) x+8 k=0$ have two distinct real roots. The range of $k$ is
(A) $k-\frac{1}{16}$.
(C) $k \geqslant-\frac{1}{16}$.
(D) None of the above results is correct.
(Tianjin, China Junior High School Mathematics Competition, 1983)",7907cd3b-a427-5462-882a-d3c189e3c349,Algebra,MCQ,olympiads,D
"1. Given that $a, b, c$ are non-zero planar vectors. Statement A: $a \cdot b=a \cdot c$; Statement B: $b=c$, then
A. A is a sufficient condition for B but not a necessary condition
B. A is a necessary condition for B but not a sufficient condition
C. A is a necessary and sufficient condition for B
D. A is neither a sufficient condition nor a necessary condition for B",90076547-58df-568c-83ee-dff7f9a890db,Algebra,MCQ,olympiads,B
"$7 \cdot 86$ The function $y=f(x)$ is defined on $R$, and it has an inverse function. If the graph of the function is rotated $90^{\circ}$ counterclockwise around the origin in the $x O y$ plane, the new graph represents the function
(A) $y=-f^{-1}(-x)$.
(B) $y=-f^{-1}(x)$.
(C) $y=f^{-1}(x)$.
(D) $y=f^{-1}(-x)$.
(2nd ""Hope Cup"" National Mathematics Invitational Competition, 1991)",f6c64f0f-264e-535b-9960-3519957bc673,Algebra,MCQ,olympiads,D
"135 In $\triangle A B C$, the sides opposite to angles $A, B, C$ are denoted as $a, b, c (b \neq 1)$. If $\frac{C}{A}, \frac{\sin B}{\sin A}$ are both roots of the equation $\log _{\sqrt{5}} x=\log _{b}(4 x-4)$, then $\triangle A B C$
A. is an isosceles triangle, but not a right triangle
B. is neither an isosceles triangle nor a right triangle
C. is an isosceles right triangle
D. is a right triangle, but not an isosceles triangle",b7a31a07-db74-516b-bf29-bc94d1e739c6,Algebra,MCQ,olympiads,D
"4. The number of distinct roots of the equation $a x^{2}+b \mid x+c=0(a, b, c \in \mathbf{R}, a \neq 0)$ in the set of complex numbers is ().
A. 2 or 4
B. $1,2,3,4$
C. At most 6
D. Possibly 8",29d2ec6e-ad42-57b3-a808-33da6ed26817,Algebra,MCQ,olympiads,C
"12・20 Assume $z=a+b i$ is a solution to the polynomial equation
$$
c_{4} z^{4}+i c_{3} z^{3}+c_{2} z^{2}+i c_{1} z+c_{0}=0
$$

where $c_{0}, c_{1}, c_{2}, c_{3}, a$ and $b$ are real constants, and $i^{2}=-1$. Then which of the following numbers is also a solution to the equation?
(A) $-a-b i$.
(B) $a-b i$.
(C) $-a+b i$.
(D) $b+a i$.
(E) None of the above.
(33rd American High School Mathematics Examination, 1982)",2eccbe4e-bee7-5174-84be-688e08fd050c,Algebra,MCQ,olympiads,C
"The locus of points $z$ in the complex plane that satisfy $z \bar{z}+z+\bar{z}=3$ is
(A) a line
(B) a semicircle
(C) a circle
(D) an ellipse",3cd8b393-7622-5516-9045-3b47e2fdd693,Algebra,MCQ,olympiads,C
"15.35 Given the binary operation “ * ” defined as $a * b=a^{b}$ (where $a$ and $b$ are any positive numbers), then for all positive numbers $a, b, c, n$, we have
(A) $a * b=b * a$.
(B) $a *(b * c)=(a * b) * c$.
(C) $\left(a * b^{n}\right)=(a * n) * b$.
(D) $(a * b)^{n}=a *(b n)$.
(E) None of the above.
(21st American High School Mathematics Examination, 1970)",3f4f1ceb-cb35-52a8-8b02-9d9447b2dae1,Algebra,MCQ,olympiads,D
"4. If $m<0$, then the position of point $P(1-m,-|m|)$ in the Cartesian coordinate system is ( ).
A. First quadrant
B. Second quadrant
C. Third quadrant
D. Fourth quadrant
E. On the coordinate axis",27b57428-82f3-5116-bba3-eb29f0ec32f3,Algebra,MCQ,olympiads,D
"4. (8 points) Given that the average of four numbers $a, b, c, d$ is $12.345, a>b>c>d$, then $b(\quad)$
A. Greater than 12.345
B. Less than 12.345
C. Equal to 12.345
D. Cannot be determined",908de3e1-d197-5cdc-b65f-af58a32a037b,Algebra,MCQ,olympiads,D
"2・102 The solutions to the equation $x^{3}+6 x^{2}+11 x+6=0$ are
(A) no negative real roots.
(B) no positive real roots.
(C) no real roots.
(D) 1 and -2.
(E) -1 and 2.
(5th American High School Mathematics Examination, 1954)",9b453d4d-4a7e-5754-94b2-a14ee913fad7,Algebra,MCQ,olympiads,B
"3. (8th ""Hope Cup"" Senior High School Competition) The number of real roots of the equation $\cos x=x+\sin x$ is
A. 1
B. 2
C. 3
D. 4",d6078762-bc0d-57c5-adb2-67a6ab63a7c0,Algebra,MCQ,olympiads,A
"$4 \cdot 2 a, b$ are real numbers, among the following five propositions, which one is correct?
(A) If $a>b$, then $a^{2}>b^{2}$.
(B) If $|a|>b$, then $a^{2}>b^{2}$.
(C) If $a>|b|$, then $a^{2}>b^{2}$.
(D) If $a^{2}>b^{2}$, then $a>b$.
(E) If $a \neq|b|$, then $a^{2} \neq b^{2}$.
(China Beijing Junior High School Mathematics Competition, 1983)",7808d95b-ea7c-5145-bce1-b436bcb0f0eb,Algebra,MCQ,olympiads,C
"20. For any fixed value of $x$, which of the following four expressions has the largest value?
$$
\begin{array}{llll}
(x+1)(x-1) & \left(x+\frac{1}{2}\right)\left(x-\frac{1}{2}\right) & \left(x+\frac{1}{3}\right)\left(x-\frac{1}{3}\right) & \left(x+\frac{1}{4}\right)\left(x-\frac{1}{4}\right) \\
\text { A }(x+1)(x-1) & \text { B }\left(x+\frac{1}{2}\right)\left(x-\frac{1}{2}\right) & \text { C }\left(x+\frac{1}{3}\right)\left(x-\frac{1}{3}\right) & \mathrm{D}\left(x+\frac{1}{4}\right)\left(x-\frac{1}{4}\right)
\end{array}
$$

E it depends on the value of $x$",55012a38-a6f3-58c1-8620-91153eda35ae,Algebra,MCQ,olympiads,D
"29.44 The expression $21 x^{2}+a x+21$ can be factored into two linear factors, where $a$ is a positive integer. Then $a$ is
(A) any odd number.
(B) some odd number.
(C) any even number.
(D) some even number.
(E) zero.
(Shenzhen, Guangdong Province, China Junior High School Mathematics Competition, 1988)",ac84727f-3ecc-5ca3-848d-d13d08cbc79a,Algebra,MCQ,olympiads,D
"Which of the following expressions is equal to 5 ?
(A) $(2 \times 3)^{2}$
(D) $3^{2}-2^{2}$
(B) $3+2^{2}$
(E) $(3+2)^{2}$
(C) $2^{3}-1$",7aa29101-d389-53e4-b921-148b0b3704e7,Algebra,MCQ,olympiads,D
"5. Let $a$ be a real number, such that for any $x \in(-\infty, 1) \bigcup(5,+\infty)$, we have $x^{2}-2(a-2) x+a>0$. The set of all $a$ that satisfy the above requirement is
A. $(-\infty, 5]$
B. $(1,4)$
C. $(1,7]$
D. $(1,5]$",c988832e-8288-5d33-b18b-11eee7c82875,Algebra,MCQ,olympiads,D
"1. (2007 Sichuan High School Mathematics Competition Preliminary Test Question) Among the following functions, which one is both an increasing function in $\left[0, \frac{\pi}{2}\right]$ and has $\pi$ as its smallest positive period?
A. $y=|\sin x|$
B. $y=\mathrm{e}^{\sin \frac{1}{2} x}$
C. $y=\sin 2 x$
D. $y=\cos 4 x$",cda49d1d-45a3-5b63-98bb-69ec58419c80,Algebra,MCQ,olympiads,A
"15. Given $f(x)=\sin x+2 \cos x+3 \tan x$, where $x$ is in radians. Then the interval ( ) contains the smallest positive real number $x$ such that $f(x)=0$.
(A) $(0,1)$
(B) $(1,2)$
(C) $(2,3)$
(D) $(3,4)$
(E) $(4,5)$",1db66b8c-9cbd-5958-be1d-f2a1a6af962f,Algebra,MCQ,olympiads,D
"1. Let $\alpha \in\left(\frac{\pi}{4}, \frac{\pi}{2}\right)$, then the order of $(\cos \alpha)^{\cos \alpha},(\sin \alpha)^{\cos \alpha},(\cos \alpha)^{\sin \alpha}$ is
A. $(\cos \alpha)^{\cos \alpha}<(\sin \alpha)^{\cos \alpha}<(\cos \alpha)^{\sin \alpha}$
B. $(\cos \alpha)^{\cos \alpha}<(\cos \alpha)^{\sin \alpha}<(\sin \alpha)^{\cos \alpha}$
C. $(\sin \alpha)^{\cos \alpha}<(\cos \alpha)^{\cos \alpha}<(\cos \alpha)^{\sin \alpha}$
D. $(\cos \alpha)^{\sin \alpha}<(\cos \alpha)^{\cos \alpha}<(\sin \alpha)^{\cos \alpha}$",2e406776-86e6-5cef-87e4-3971df3b42ad,Algebra,MCQ,olympiads,D
"The relationship between the line $kx+y+k+1=0$ and the ellipse $\frac{x^2}{25} + \frac{y^2}{16} = 1$ is (     )
A: Intersect
B: Tangent
C: Separate
D: All of the above are possible",228a9e04-f5ba-5cbb-b270-6fe242b5d4d1,Geometry,MCQ,cn_k12,A
"(4 points) Among the following statements in space, the correct one is ()
A: Two lines that do not have common points are parallel  
B: Two lines that are perpendicular to the same line are parallel  
C: Two lines that are parallel to the same line are parallel  
D: If line a is not in plane α, then line a is parallel to plane α",91de7a74-7e05-52b0-98fe-d017aad232ad,Geometry,MCQ,cn_k12,C
"Given two lines $m$ and $n$, and two different planes $α$ and $β$, which of the following statements is correct ( )?
A: If $m \parallel α$ and $α \parallel β$, then $m \parallel β$
B: If $α \perp β$ and $m \subset α$, then $m \perp β$
C: If $m \perp α$, $m \parallel n$, and $α \perp β$, then $n \parallel β$
D: If $m \perp α$, $m \parallel n$, and $α \parallel β$, then $n \perp β$",cb3f7c46-8f9e-5ceb-9866-382c030b3fcb,Geometry,MCQ,cn_k12,D
"In the Cartesian coordinate system, a line passes through the point (1, 0) and has a slope of -1. This line does not pass through which quadrant?
A: First quadrant
B: Second quadrant
C: Third quadrant
D: Fourth quadrant",badd96fb-dfd3-52b5-94d2-2ec0dc783400,Geometry,MCQ,cn_k12,C
"Given \\(C:{{x}^{2}}+{{y}^{2}}-2x-4y-4=0\\) intersects the \\(x\\)-axis at \\(A({x}_{1},0),B({x}_{2},0) \\), and intersects the \\(y\\)-axis at \\(C(0,{y}_{1}),D(0,{y}_{2}) \\), then among the following statements, the incorrect one is \\((\\)    \\()\\)
A: \\({{x}_{1}}+{{x}_{2}}=-2\\)
B: \\(|{{x}_{1}}-{{x}_{2}}|=2\\sqrt{5}\\)
C: \\({{y}_{1}}+{{y}_{2}}=4\\)
D: \\({{x}_{1}}{{x}_{2}}={{y}_{1}}{{y}_{2}}\\)",1dae672f-0e54-5c90-9f71-6bcdafdf0e5d,Geometry,MCQ,cn_k12,A
"Which of the following sets of three line segments can form a quadrilateral with a line segment of length $5$?

A: $2$, $2$, $2$

B: $1$, $1$, $8$

C: $1$, $2$, $2$

D: $1$, $1$, $1$",419842fa-3c9b-5788-ac3d-60b866b026e6,Geometry,MCQ,cn_k12,A
"What is the value of $\cos 30^{\circ}$?

A: $\dfrac{\sqrt{3}}{2}$

B: $\dfrac{\sqrt{2}}{2}$

C: $\dfrac{1}{2}$

D: $\dfrac{\sqrt{3}}{3}$",f78e37b5-cfd1-51ab-a721-31fbda081c23,Geometry,MCQ,cn_k12,A
"In $\triangle ABC$, if $a\cos A = b\cos B$, then the shape of the triangle is (　).
A: Right triangle
B: Isosceles triangle or right triangle
C: Equilateral triangle
D: Isosceles triangle",8450c885-aab1-56da-b488-77775024246a,Geometry,MCQ,cn_k12,B
"Given that the focus of the parabola $C:y^{2}=8x$ is $F$, and the line $l$ passing through $F$ intersects the parabola $C$ at points $A$ and $B$, where $A(1, 2\sqrt{2})$, find $|AB| = \left(\ \ \right)$.

A: $9$

B: $7$

C: $6$

D: $5$",09fb0de3-2c2e-5119-8aaf-f541f43efbd1,Geometry,MCQ,cn_k12,A
"If the point \\((m,n)\\) is on the line \\(4x+3y-10=0\\), then the minimum value of \\({{m}^{2}}+{{n}^{2}}\\) is (    )
A: \\(2\\)
B: \\(2\sqrt{2}\\)
C: \\(4\\)
D: \\(2\sqrt{3}\\)",1febcdd3-e9f4-5fce-946f-bc20353da48a,Geometry,MCQ,cn_k12,C
"The distance from the focus of the parabola $y^2 = 8x$ to the directrix is ( )
A: 1
B: 2
C: 4
D: 8",ae916401-00b7-5a05-8a84-f9382e716c4e,Geometry,MCQ,cn_k12,C
"Let point $P$ be an intersection point of the ellipse $\frac{x^{2}}{a^{2}}+ \frac{y^{2}}{b^{2}}=1 (a > b > 0)$ and the circle $x^{2}+y^{2}=3b^{2}$. $F_{1}$ and $F_{2}$ are the left and right foci of the ellipse, respectively, and $|PF_{1}|=3|PF_{2}|$. Find the eccentricity of the ellipse $(\quad\quad)$.

A: $\frac{\sqrt{10}}{4}$
B: $\frac{3}{5}$
C: $\frac{\sqrt{7}}{4}$
D: $\frac{\sqrt{14}}{4}$",63e00fe1-a55d-53f9-8f62-dd496ef9a907,Geometry,MCQ,cn_k12,D
"The lateral area of a cylinder with both the diameter and height of 4 is (　　)
A: $20\pi$
B: $18\pi$
C: $16\pi$
D: $14\pi$",8370ade3-16ec-5337-b7a1-86bf353b0148,Geometry,MCQ,cn_k12,C
"Given that the asymptotes of a hyperbola with foci on the $y$-axis are $y = \pm 4x$, determine the eccentricity of the hyperbola $(\quad)$.

A: $\sqrt{17}$
B: $\sqrt{15}$
C: $\frac{\sqrt{17}}{4}$
D: $\frac{\sqrt{15}}{4}$",d2a079de-c1e9-5bb6-a365-6bef08facda2,Geometry,MCQ,cn_k12,C
"For triangle $\triangle ABC$, the correct judgment is ()

A: If $A \gt B$, then $\sin A \gt \sin B$

B: If $\sin 2A = \sin 2B$, then $\triangle ABC$ is an isosceles triangle

C: If $a=2$, $c=\frac{2\sqrt{3}}{3}$, $A=120^{\circ}$, then there is $1$ triangle $\triangle ABC$ that satisfies the conditions

D: If $\sin ^{2}A + \sin ^{2}B \gt \sin ^{2}C$, then $\triangle ABC$ is an acute triangle",01760bec-77a9-5cb8-a7d6-14ab17ab0d56,Geometry,MCQ,cn_k12,C
"Given that each exterior angle of a regular polygon measures $60^{\circ}$, the number of diagonals in the polygon is

A: $6$

B: $9$

C: $12$

D: $18$",2fb22647-da6d-5225-be30-e4bc072a0927,Geometry,MCQ,cn_k12,B
"Given that the center of the hyperbola is the origin, and $F(3,0)$ is one of the foci of the hyperbola, and $\sqrt{5}x-2y=0$ is one of the asymptotes of the hyperbola, then the standard equation of the hyperbola is ( ).

A: $\dfrac{x^{2}}{45}-\dfrac{y^{2}}{36}=1$

B: $\dfrac{x^{2}}{36}-\dfrac{y^{2}}{45}=1$

C: $\dfrac{x^{2}}{5}-\dfrac{y^{2}}{4}=1$

D: $\dfrac{x^{2}}{4}-\dfrac{y^{2}}{5}=1$",1f9b3060-a1c8-517f-9d54-d3ba343b5858,Geometry,MCQ,cn_k12,D
"Given a point P on the parabola $y^2=4x$ is 5 units away from the line $x=-3$, then the distance from point P to the focus of this parabola is ( )
A: 3
B: 4
C: 6
D: 8",f217be7c-8dfb-58b0-90bc-fb2665431a08,Geometry,MCQ,cn_k12,A
"An ellipse has its foci on the $x$-axis, and its eccentricity is $\frac{\sqrt{2}}{2}$. If there exists a point on the ellipse that is symmetric to the left focus $F$ with respect to the line $y=x+4$, then the equation of the ellipse is ( ).

A: $\frac{x^2}{2}+y^2=1$

B: $\frac{x^2}{4}+\frac{y^2}{2}=1$

C: $\frac{x^2}{8}+\frac{y^2}{4}=1$

D: $\frac{x^2}{18}+\frac{y^2}{9}=1$",a792538d-be6a-5d68-9ed8-8cffeaad2ce8,Geometry,MCQ,cn_k12,D
"In right triangle $ABC$ with $\angle C = 90^{\circ}$, it is known that $\tan A = \frac{1}{2}$. If each side of $\triangle ABC$ is enlarged by a factor of $5$, then the value of $\tan A$ will be:

A: $\frac{5}{2}$

B: $\frac{1}{10}$

C: $5$

D: $\frac{1}{2}$",58e96efe-df07-5902-a73b-be43099158c4,Geometry,MCQ,cn_k12,D
"Let $D$ be a point in the plane of $\triangle ABC$, and $\overrightarrow{AB}=2\overrightarrow{DC}$. Then

A: $\overrightarrow{BD}=\overrightarrow{AC}- \dfrac{3}{2}\overrightarrow{AB}$

B: $\overrightarrow{BD}= \dfrac{3}{2}\overrightarrow{AC}-\overrightarrow{AB}$

C: $\overrightarrow{BD}= \dfrac{1}{2}\overrightarrow{AC}-\overrightarrow{AB}$

D: $\overrightarrow{BD}=\overrightarrow{AC}- \dfrac{1}{2}\overrightarrow{AB}$",f29b74c9-eba3-56f0-b77d-b2537a22167e,Geometry,MCQ,cn_k12,A
"Which property is shared by parallelograms, rectangles, rhombuses, and squares?

A: Diagonals are equal in length

B: Diagonals are perpendicular to each other

C: Diagonals bisect each other

D: Diagonals are perpendicular and equal in length to each other",c5a58ae4-4e3f-5450-a44e-9cf3fd696c21,Geometry,MCQ,cn_k12,C
"In acute triangle $ABC$, the sides opposite to angles $A$, $B$, and $C$ are denoted as $a$, $b$, and $c$ respectively. Given that $\sin A = \frac{2\sqrt{2}}{3}$, $\sin B > \sin C$, $a=3$, and the area of $\triangle ABC$ is $2\sqrt{2}$, the value of $b$ is __(    )__.

A: $2$ or $3$

B: $2$

C: $3$

D: $6$",9ec52114-adca-53ef-a2ab-47a7ec5a8670,Geometry,MCQ,cn_k12,C
"The vertices of a cube with a volume of $8$ are all on the same spherical surface. The surface area of this sphere is $({  })$
A: $8\pi$
B: $\dfrac{32}{3}\pi$
C: $12\pi$
D: $4\pi$",d855b069-8563-5bc8-afa3-350dbc285c20,Geometry,MCQ,cn_k12,C
"Which of the following sets of shapes may not be similar figures?

A: Two squares

B: Two equilateral triangles

C: Two isosceles right triangles

D: Two rectangles",2073dab3-2944-5fd1-b039-8ec20fdda41c,Geometry,MCQ,cn_k12,D
"Given the hyperbola $\dfrac {x^{2}}{a^{2}}- \dfrac {y^{2}}{b^{2}}=1(a > 0,b > 0)$ has an eccentricity of $\dfrac {5}{4}$, and the directrix of the parabola $y^{2}=20x$ passes through the left focus of the hyperbola, then the equation of this hyperbola is (　　)
A: $\dfrac {x^{2}}{4}- \dfrac {y^{2}}{3}=1$
B: $\dfrac {x^{2}}{3}- \dfrac {y^{2}}{4}=1$
C: $\dfrac {x^{2}}{16}- \dfrac {y^{2}}{9}=1$
D: $\dfrac {x^{2}}{9}- \dfrac {y^{2}}{16}=1$",dd9cadc6-0a9b-5eb7-8df8-76021a9eb975,Geometry,MCQ,cn_k12,C
"The equation of the directrix of the parabola $y^2=6x$ is (　　)

A: $x=3$

B: $x=-3$

C: $x= \frac {3}{2}$

D: $x=- \frac {3}{2}$",3ef6da36-6b7b-5562-9c2a-c260f9d02a43,Geometry,MCQ,cn_k12,D
"Given an ellipse _\\(C\\)_ with its center at the origin and its right focus at _\\(F\\)_\\(( \\sqrt{15},0)\\). The x-coordinate of one of the intersection points between the line _\\(y = x\\)_ and the ellipse is \\(2\\). Then, the equation of the ellipse is (    )
A: \\( \\dfrac{x^2 }{16}+y^2=1\\)
B: \\(x^2+ \\dfrac{y^2 }{16}=1\\)
C: \\( \\dfrac{x^2 }{20}+ \\dfrac{y^2 }{5}=1\\)
D: \\( \\dfrac{x^2 }{5}+ \\dfrac{y^2 }{20}=1\\)",afb35de2-fc0d-5709-bcb6-b7c379da4400,Geometry,MCQ,cn_k12,C
"Given that $F$ is the focus of the parabola $y^2=4x$, and $M$, $N$ are two points on the parabola with $|MF|+|NF|=8$, then the distance from the midpoint of $MN$ to the directrix is

A: $5$

B: $4$

C: $3$

D: $\dfrac{5}{2}$",f6888967-487e-5858-a946-808daa6b8209,Geometry,MCQ,cn_k12,B
"Given that $m$ and $n$ are two different lines, and $\alpha$, $\beta$, $\gamma$ are three different planes, which of the following propositions is correct?
A: If $m \parallel n$ and $m \subset \alpha$, then $n \parallel \alpha$.
B: If $m \parallel n$, $m \subset \alpha$, and $n \subset \beta$, then $\alpha \parallel \beta$.
C: If $\alpha \perp \gamma$ and $\alpha \perp \beta$, then $\beta \parallel \gamma$.
D: If $m \parallel n$, $m \perp \alpha$, and $n \perp \beta$, then $\alpha \parallel \beta$.",499494d4-bfb1-5048-b0c1-8640a394ce6b,Geometry,MCQ,cn_k12,D
"Student Xu from Class 7(1) wants to use the following lengths of sticks to make a triangular tool. Which of the following groups do you think is feasible?

A: 5, 2, 2  
B: 2, 3, 6  
C: 5, 3, 4  
D: 7, 13, 6",05cc2c7b-ce96-546e-87cb-8e908a589032,Geometry,MCQ,cn_k12,C
"In $\triangle ABC$, which of the following relations does not necessarily hold?

A: $a^2+b^2-c^2=2ab\cos C$

B: $a=b\cos C+c\cos B$

C: $a\sin A=b\sin B$

D: $a^2+b^2+c^2=2bc\cos A+2ac\cos B+2ab\cos C$",cd8e6105-3c0d-5064-8f08-f0688f97fe68,Geometry,MCQ,cn_k12,C
"Two lines $l_1$ and $l_2$ are skew lines. A plane is constructed passing through $l_1$ and parallel to $l_2$. Such a plane ( )
A: does not exist
B: is unique
C: is infinite
D: only has two",fa3962b8-850e-5c2a-be9a-c6537852a755,Geometry,MCQ,cn_k12,B
"Given two non-coincident lines $m$, $n$ and two non-coincident planes $\alpha$, $\beta$, which of the following statements is correct? ( )
A: If $m \parallel \alpha$, $n \parallel \beta$, then $\alpha \parallel \beta$
B: If $m \parallel \alpha$, $\alpha \parallel \beta$, then $m \parallel \beta$
C: If $m \perp \alpha$, $\beta \perp \alpha$, then $m \parallel \beta$
D: If $m \perp \alpha$, $n \parallel \alpha$, then $m \perp n$",0d12a199-01a0-58f0-b9b5-9cbab0d7f89f,Geometry,MCQ,cn_k12,D
"The distance between the two lines $3x-4y-5=0$ and $3x-4y+5=0$ is $\boxed{\text{D}}$.
A: $0$
B: $\dfrac{5}{3}$
C: $1$
D: $2$",cd663bf5-276e-5c7a-885a-cafb57c10ca1,Geometry,MCQ,cn_k12,D
"Given a square with a side length of $a$ meters and an area of $37$ square meters, the range of values for $a$ is ( ).

A: $4 \lt a \lt 5$

B: $5 \lt a \lt 6$

C: $6 \lt a \lt 7$

D: $7 \lt a \lt 8$",ed848230-a4e5-5003-8361-a43410b936b6,Geometry,MCQ,cn_k12,C
"Given the area of a sector is 5 and its perimeter is 9, the central angle of the sector is (　　)
A:  $$\frac {5}{2}$$
B:  $$\frac {8}{5}$$
C:  $$\frac {5}{2}$$ or $$\frac {8}{5}$$
D:  $$\frac {5}{2}$$ or $$\frac {4}{5}$$",a493b2cf-fd5e-5c0a-ae5f-a955220aa786,Geometry,MCQ,cn_k12,C
"In parallelogram $ABCD$, $\angle B - \angle A = 30^\circ$, then the degrees of $\angle A$, $\angle B$, $\angle C$, and $\angle D$ are ( )
A: $95^\circ$, $85^\circ$, $95^\circ$, $85^\circ$
B: $85^\circ$, $95^\circ$, $85^\circ$, $95^\circ$
C: $105^\circ$, $75^\circ$, $105^\circ$, $75^\circ$
D: $75^\circ$, $105^\circ$, $75^\circ$, $105^\circ$",93a0e48f-a54c-59ab-b5d6-febedcbd07cb,Geometry,MCQ,cn_k12,D
"A certain school organized a practical activity for handcrafting. The slant height of a cone made by a student is $30$ cm, and the radius of the base circle is $10$ cm. The central angle of the unfolded diagram of the lateral surface of this cone is ( ).

A: $30^{\circ}$

B: $60^{\circ}$

C: $90^{\circ}$

D: $120^{\circ}$",be2f341d-5d14-5179-a35c-cedb30ebea52,Geometry,MCQ,cn_k12,D
"Given a convex polygon with $n$ sides has $f(n)$ diagonals, then the number of diagonals in a convex polygon with $n+1$ sides is (　　)
A: $f(n)+n-1$
B: $f(n)+n$
C: $f(n)+n+1$
D: $f(n)+n-2$",504ae131-1e1e-596b-b0c7-b2428a8be175,Geometry,MCQ,cn_k12,A
"If a point $P$ on the ellipse $\frac{x^2}{25}+y^2=1$ is at a distance of $6$ from one focus of the ellipse, then the distance from $P$ to the other focus is ( )

A: $3$

B: $4$

C: $5$

D: $6$",7dcd6725-a2a3-5e7c-a0df-d6e763f7320b,Geometry,MCQ,cn_k12,B
"Given that point $A(m,4)$ is symmetric to point $B(3,n)$ with respect to the $x$-axis, then the value of $\left(m+n\right)^{2023}$ is ( )

A: $-1$

B: $1$

C: $-7^{2023}$

D: $7^{2023}$",1e97e437-ac0d-54ff-acf9-6a3a7489f98a,Geometry,MCQ,cn_k12,A
"If the base radius of a cone is $1$ and the slant height is $2\sqrt{7}$, then the volume of the cone is ( )

A: $\frac{π}{3}$

B: $\frac{{\sqrt{3}π}}{3}$

C: $\sqrt{3}π$

D: $3\sqrt{3}π$",6f9bcd85-d2e7-55ad-986d-efe6469f8f2c,Geometry,MCQ,cn_k12,C
